,league,date,home,away,home_goals,away_goals,result,home_odds,draw_odds,away_odds
5974,Serie A,17/07/2016,Fluminense,Cruzeiro,2.0,0.0,H,2.48,3.27,3.16
5975,Serie A,17/07/2016,Internacional,Palmeiras,0.0,1.0,A,2.33,3.33,3.37
5976,Serie A,17/07/2016,Sport Recife,Gremio,4.0,2.0,H,2.73,3.3,2.81
5977,Serie A,19/07/2016,Atletico-MG,Coritiba,2.0,1.0,H,1.72,3.92,5.24
5978,Serie A,23/07/2016,Corinthians,Figueirense,1.0,1.0,D,1.28,5.6,15.4
5979,Serie A,23/07/2016,Santa Cruz,Coritiba,0.0,1.0,A,2.45,3.25,3.23
5980,Serie A,24/07/2016,Palmeiras,Atletico-MG,0.0,1.0,A,1.78,4.07,4.57
5981,Serie A,24/07/2016,Ponte Preta,Internacional,2.0,2.0,D,2.45,3.16,3.33
5982,Serie A,24/07/2016,Atletico-PR,Fluminense,1.0,0.0,H,2.29,3.28,3.52
5983,Serie A,24/07/2016,Chapecoense-SC,Botafogo RJ,2.0,1.0,H,2.09,3.48,3.92
5984,Serie A,24/07/2016,Cruzeiro,Sport Recife,1.0,2.0,A,1.57,4.27,6.41
5985,Serie A,24/07/2016,Gremio,Sao Paulo,1.0,0.0,H,2.04,3.48,4.03
5986,Serie A,24/07/2016,Vitoria,Santos,2.0,3.0,A,2.38,3.47,3.15
5987,Serie A,26/07/2016,Flamengo RJ,America MG,2.0,1.0,H,1.38,5.07,9.57
5988,Serie A,30/07/2016,Figueirense,Vitoria,1.0,0.0,H,2.55,3.36,2.98
5989,Serie A,30/07/2016,Sport Recife,Atletico-PR,2.0,0.0,H,1.69,3.77,5.91
5990,Serie A,31/07/2016,Atletico-MG,Santa Cruz,3.0,0.0,H,1.41,5.03,8.55
5991,Serie A,31/07/2016,Fluminense,Ponte Preta,3.0,0.0,H,2.0,3.47,4.21
5992,Serie A,31/07/2016,Sao Paulo,Chapecoense-SC,2.0,2.0,D,1.61,3.8,7.18
5993,Serie A,31/07/2016,Coritiba,Flamengo RJ,0.0,2.0,A,2.59,3.07,3.19
5994,Serie A,31/07/2016,Internacional,Corinthians,0.0,1.0,A,2.62,3.09,3.12
5995,Serie A,31/07/2016,Santos,Cruzeiro,2.0,0.0,H,1.93,3.51,4.51
5996,Serie A,31/07/2016,America MG,Gremio,0.0,0.0,D,4.53,3.67,1.88
5997,Serie A,31/07/2016,Botafogo RJ,Palmeiras,3.0,1.0,H,2.64,3.52,2.77
5998,Serie A,03/08/2016,Sport Recife,America MG,1.0,1.0,D,1.52,4.22,7.64
5999,Serie A,03/08/2016,Vitoria,Coritiba,3.0,1.0,H,2.09,3.34,4.05
6000,Serie A,04/08/2016,Atletico-PR,Corinthians,2.0,0.0,H,3.19,3.23,2.49
6001,Serie A,04/08/2016,Santos,Flamengo RJ,0.0,0.0,D,4.15,3.22,2.1
6002,Serie A,04/08/2016,Ponte Preta,Botafogo RJ,2.0,0.0,H,2.06,3.47,3.96
6003,Serie A,04/08/2016,Gremio,Santa Cruz,0.0,0.0,D,1.53,4.55,6.66
6004,Serie A,04/08/2016,Sao Paulo,Atletico-MG,1.0,2.0,A,2.29,3.56,3.25
6005,Serie A,05/08/2016,Cruzeiro,Internacional,4.0,2.0,H,1.72,3.82,5.5
6006,Serie A,05/08/2016,Chapecoense-SC,Palmeiras,1.0,1.0,D,2.88,3.3,2.67
6007,Serie A,06/08/2016,Flamengo RJ,Atletico-PR,1.0,0.0,H,1.78,3.58,5.47
6008,Serie A,07/08/2016,America MG,Santos,1.0,0.0,H,3.18,3.28,2.46
6009,Serie A,07/08/2016,Coritiba,Ponte Preta,3.0,1.0,H,1.97,3.36,4.54
6010,Serie A,07/08/2016,Palmeiras,Vitoria,2.0,1.0,H,1.46,4.71,7.87
6011,Serie A,07/08/2016,Internacional,Fluminense,2.0,2.0,D,2.22,3.41,3.55
6012,Serie A,07/08/2016,Santa Cruz,Sao Paulo,1.0,2.0,A,2.56,3.23,3.06
6013,Serie A,07/08/2016,Figueirense,Sport Recife,1.0,1.0,D,2.39,3.32,3.27
6014,Serie A,09/08/2016,Atletico-MG,Chapecoense-SC,3.0,1.0,H,1.47,4.61,7.76
6015,Serie A,09/08/2016,Corinthians,Cruzeiro,1.0,1.0,D,1.69,3.91,5.64
6016,Serie A,13/08/2016,Sport Recife,Flamengo RJ,1.0,0.0,H,2.91,3.3,2.63
6017,Serie A,13/08/2016,Ponte Preta,Figueirense,2.0,0.0,H,1.61,4.02,6.42
6018,Serie A,14/08/2016,Fluminense,America MG,1.0,0.0,H,1.51,4.31,7.77
6019,Serie A,14/08/2016,Gremio,Corinthians,3.0,0.0,H,2.21,3.24,3.78
6020,Serie A,14/08/2016,Cruzeiro,Coritiba,2.0,2.0,D,1.53,4.18,7.57
6021,Serie A,14/08/2016,Santos,Atletico-MG,3.0,0.0,H,2.24,3.42,3.51
6022,Serie A,14/08/2016,Vitoria,Santa Cruz,2.0,2.0,D,1.82,3.7,4.85
6023,Serie A,14/08/2016,Sao Paulo,Botafogo RJ,0.0,1.0,A,1.61,3.99,6.46
6024,Serie A,14/08/2016,Atletico-PR,Palmeiras,0.0,1.0,A,2.65,3.23,2.95
6025,Serie A,16/08/2016,Chapecoense-SC,Internacional,1.0,0.0,H,2.42,3.15,3.39
6026,Serie A,20/08/2016,America MG,Chapecoense-SC,1.0,2.0,A,2.2,3.26,3.79
6027,Serie A,21/08/2016,Botafogo RJ,Sport Recife,3.0,0.0,H,1.94,3.49,4.49
6028,Serie A,21/08/2016,Atletico-MG,Atletico-PR,1.0,0.0,H,1.44,4.76,8.33
6029,Serie A,21/08/2016,Flamengo RJ,Gremio,2.0,1.0,H,2.05,3.45,4.03
6030,Serie A,21/08/2016,Internacional,Sao Paulo,1.0,1.0,D,2.09,3.34,4.04
6031,Serie A,21/08/2016,Palmeiras,Ponte Preta,2.0,2.0,D,1.69,3.93,5.59
6032,Serie A,21/08/2016,Santa Cruz,Fluminense,0.0,1.0,A,2.51,3.31,3.08
6033,Serie A,21/08/2016,Coritiba,Santos,2.0,1.0,H,2.57,3.15,3.15
6034,Serie A,21/08/2016,Figueirense,Cruzeiro,1.0,2.0,A,3.41,3.3,2.33
6035,Serie A,23/08/2016,Corinthians,Vitoria,2.0,1.0,H,1.42,5.02,8.23
6036,Serie A,27/08/2016,Ponte Preta,Corinthians,2.0,0.0,H,2.77,3.27,2.79
6037,Serie A,28/08/2016,Cruzeiro,Santa Cruz,2.0,0.0,H,1.41,4.87,8.95
6038,Serie A,28/08/2016,Santos,Figueirense,0.0,1.0,A,1.43,4.58,9.48
6039,Serie A,28/08/2016,Chapecoense-SC,Flamengo RJ,1.0,3.0,A,2.91,3.25,2.67
6040,Serie A,28/08/2016,Fluminense,Palmeiras,0.0,2.0,A,3.25,3.37,2.35
6041,Serie A,28/08/2016,Gremio,Atletico-MG,1.0,1.0,D,1.77,3.83,5.02
6042,Serie A,28/08/2016,Sao Paulo,Coritiba,0.0,0.0,D,1.76,3.69,5.35
6043,Serie A,28/08/2016,Sport Recife,Internacional,1.0,1.0,D,2.52,3.22,3.14
6044,Serie A,28/08/2016,Vitoria,America MG,2.0,1.0,H,1.72,3.89,5.36
6045,Serie A,30/08/2016,Atletico-PR,Botafogo RJ,1.0,0.0,H,2.29,3.35,3.45
6046,Serie A,03/09/2016,Fluminense,Figueirense,3.0,2.0,H,1.46,4.4,9.01
6047,Serie A,04/09/2016,Botafogo RJ,Gremio,2.0,1.0,H,2.46,3.46,3.04
6048,Serie A,07/09/2016,Botafogo RJ,Fluminense,1.0,0.0,H,2.47,3.14,3.31
6049,Serie A,07/09/2016,Figueirense,Atletico-PR,1.0,0.0,H,2.43,3.14,3.37
6050,Serie A,07/09/2016,Santa Cruz,Chapecoense-SC,2.0,2.0,D,2.19,3.27,3.82
6051,Serie A,07/09/2016,Atletico-MG,Vitoria,2.0,1.0,H,1.43,5.02,7.79
6052,Serie A,08/09/2016,Coritiba,Gremio,4.0,0.0,H,2.52,3.11,3.25
6053,Serie A,08/09/2016,Flamengo RJ,Ponte Preta,2.0,1.0,H,1.71,3.86,5.46
6054,Serie A,08/09/2016,Palmeiras,Sao Paulo,2.0,1.0,H,1.74,3.75,5.44
6055,Serie A,08/09/2016,Corinthians,Sport Recife,3.0,0.0,H,1.53,4.34,7.16
6056,Serie A,09/09/2016,America MG,Cruzeiro,0.0,2.0,A,4.72,3.66,1.85
6057,Serie A,09/09/2016,Internacional,Santos,2.0,1.0,H,2.12,3.39,3.88
6058,Serie A,10/09/2016,Vitoria,Flamengo RJ,1.0,2.0,A,3.15,3.69,2.29
6059,Serie A,11/09/2016,Chapecoense-SC,Coritiba,1.0,0.0,H,2.02,3.45,4.16
6060,Serie A,11/09/2016,Sao Paulo,Figueirense,3.0,1.0,H,1.46,4.45,8.69
6061,Serie A,11/09/2016,Atletico-PR,Internacional,2.0,1.0,H,2.58,3.17,3.06
6062,Serie A,11/09/2016,Cruzeiro,Botafogo RJ,0.0,2.0,A,1.52,4.43,7.17
6063,Serie A,11/09/2016,Santos,Corinthians,2.0,1.0,H,2.33,3.29,3.43
6064,Serie A,11/09/2016,Sport Recife,Santa Cruz,5.0,3.0,H,2.08,3.46,3.91
6065,Serie A,11/09/2016,Gremio,Palmeiras,0.0,0.0,D,2.16,3.53,3.58
6066,Serie A,11/09/2016,Ponte Preta,America MG,1.0,1.0,D,1.48,4.32,8.5
6067,Serie A,13/09/2016,Fluminense,Atletico-MG,4.0,2.0,H,2.27,3.61,3.25
6068,Serie A,14/09/2016,Botafogo RJ,Santos,0.0,1.0,A,2.74,3.3,2.81
6069,Serie A,14/09/2016,Figueirense,America MG,2.0,2.0,D,2.31,3.15,3.64
6070,Serie A,15/09/2016,Ponte Preta,Gremio,3.0,0.0,H,2.39,3.22,3.37
6071,Serie A,15/09/2016,Santa Cruz,Atletico-PR,1.0,0.0,H,2.01,3.51,4.11
6072,Serie A,15/09/2016,Coritiba,Corinthians,1.0,1.0,D,2.49,3.29,3.13
6073,Serie A,15/09/2016,Palmeiras,Flamengo RJ,1.0,1.0,D,1.97,3.61,4.16
6074,Serie A,15/09/2016,Atletico-MG,Sport Recife,1.0,0.0,H,1.47,4.8,7.44
6075,Serie A,15/09/2016,Fluminense,Chapecoense-SC,1.0,2.0,A,1.68,3.72,6.16
6076,Serie A,16/09/2016,Internacional,Vitoria,0.0,1.0,A,1.53,4.28,7.16
6077,Serie A,16/09/2016,Sao Paulo,Cruzeiro,1.0,0.0,H,1.98,3.48,4.31
6078,Serie A,17/09/2016,Corinthians,Palmeiras,0.0,2.0,A,2.35,3.32,3.37
6079,Serie A,18/09/2016,Flamengo RJ,Figueirense,2.0,0.0,H,1.33,5.36,11.76
6080,Serie A,18/09/2016,Atletico-PR,Sao Paulo,1.0,0.0,H,2.95,3.09,2.76
6081,Serie A,18/09/2016,Chapecoense-SC,Ponte Preta,2.0,2.0,D,2.66,3.09,3.07
6082,Serie A,18/09/2016,Cruzeiro,Atletico-MG,1.0,1.0,D,1.98,3.71,4.01
6083,Serie A,18/09/2016,Gremio,Fluminense,0.0,1.0,A,1.78,3.63,5.34
6084,Serie A,18/09/2016,Sport Recife,Coritiba,0.0,1.0,A,1.89,3.56,4.64
6085,Serie A,18/09/2016,Santos,Santa Cruz,3.0,2.0,H,1.53,4.42,6.83
6086,Serie A,18/09/2016,Vitoria,Botafogo RJ,0.0,1.0,A,2.0,3.53,4.13
6087,Serie A,20/09/2016,America MG,Internacional,1.0,0.0,H,3.07,3.25,2.55
6088,Serie A,24/09/2016,Palmeiras,Coritiba,2.0,1.0,H,1.44,4.56,9.05
6089,Serie A,24/09/2016,Sport Recife,Santos,1.0,0.0,H,2.36,3.29,3.35
6090,Serie A,25/09/2016,America MG,Botafogo RJ,1.0,0.0,H,2.53,3.17,3.12
6091,Serie A,25/09/2016,Atletico-PR,Ponte Preta,3.0,0.0,H,2.42,3.06,3.5
6092,Serie A,25/09/2016,Figueirense,Santa Cruz,3.0,1.0,H,2.59,3.12,3.14
6093,Serie A,25/09/2016,Corinthians,Fluminense,0.0,1.0,A,1.79,3.39,5.87
6094,Serie A,25/09/2016,Flamengo RJ,Cruzeiro,2.0,1.0,H,1.9,3.69,4.37
6095,Serie A,25/09/2016,Gremio,Chapecoense-SC,1.0,0.0,H,1.61,3.85,7.04
6096,Serie A,25/09/2016,Vitoria,Sao Paulo,2.0,0.0,H,2.47,3.29,3.16
6097,Serie A,25/09/2016,Atletico-MG,Internacional,3.0,1.0,H,1.76,3.63,5.56
6098,Serie A,01/10/2016,Fluminense,Sport Recife,3.0,1.0,H,1.75,3.66,5.5
6099,Serie A,01/10/2016,Chapecoense-SC,Vitoria,1.0,4.0,A,1.95,3.45,4.5
6100,Serie A,01/10/2016,Santos,Atletico-PR,2.0,0.0,H,1.56,3.88,7.99
6101,Serie A,01/10/2016,Sao Paulo,Flamengo RJ,0.0,0.0,D,2.49,3.33,3.1
6102,Serie A,01/10/2016,Botafogo RJ,Corinthians,2.0,0.0,H,2.35,3.22,3.46
6103,Serie A,01/10/2016,Ponte Preta,Atletico-MG,1.0,2.0,A,2.25,3.41,3.48
6104,Serie A,01/10/2016,Cruzeiro,Gremio,1.0,0.0,H,1.67,3.97,5.73
6105,Serie A,02/10/2016,Internacional,Figueirense,1.0,0.0,H,1.43,4.58,9.29
6106,Serie A,04/10/2016,Santa Cruz,Palmeiras,2.0,3.0,A,3.2,3.26,2.47
6107,Serie A,04/10/2016,Coritiba,America MG,3.0,0.0,H,1.54,4.1,7.66
6108,Serie A,05/10/2016,Atletico-PR,Chapecoense-SC,3.0,1.0,H,1.99,3.26,4.65
6109,Serie A,05/10/2016,Vitoria,Gremio,0.0,1.0,A,2.13,3.43,3.79
6110,Serie A,06/10/2016,Corinthians,Atletico-MG,0.0,0.0,D,2.03,3.63,3.89
6111,Serie A,06/10/2016,Santos,Fluminense,2.0,1.0,H,2.03,3.49,4.08
6112,Serie A,06/10/2016,Sport Recife,Sao Paulo,1.0,1.0,D,2.21,3.28,3.74
6113,Serie A,06/10/2016,Internacional,Coritiba,1.0,0.0,H,1.83,3.45,5.33
6114,Serie A,09/10/2016,Cruzeiro,Ponte Preta,2.0,0.0,H,1.7,3.79,5.79
6115,Serie A,09/10/2016,America MG,Palmeiras,0.0,2.0,A,9.0,4.64,1.43
6116,Serie A,09/10/2016,Figueirense,Botafogo RJ,0.0,1.0,A,2.71,3.19,2.93
6117,Serie A,09/10/2016,Flamengo RJ,Santa Cruz,3.0,0.0,H,1.38,5.19,9.19
6118,Serie A,12/10/2016,Chapecoense-SC,Sport Recife,3.0,0.0,H,1.99,3.41,4.35
6119,Serie A,12/10/2016,Coritiba,Figueirense,0.0,0.0,D,1.53,4.12,7.82
6120,Serie A,13/10/2016,Botafogo RJ,Internacional,1.0,0.0,H,2.01,3.37,4.51
6121,Serie A,13/10/2016,Santa Cruz,Corinthians,2.0,4.0,A,4.53,3.62,1.89
6122,Serie A,13/10/2016,Atletico-MG,America MG,3.0,0.0,H,1.34,5.39,10.77
6123,Serie A,13/10/2016,Palmeiras,Cruzeiro,0.0,0.0,D,1.75,3.79,5.31
6124,Serie A,13/10/2016,Ponte Preta,Vitoria,2.0,0.0,H,1.72,3.76,5.62
6125,Serie A,14/10/2016,Fluminense,Flamengo RJ,1.0,2.0,A,3.33,3.31,2.37
6126,Serie A,14/10/2016,Gremio,Atletico-PR,1.0,0.0,H,1.56,3.89,7.88
6127,Serie A,14/10/2016,Sao Paulo,Santos,0.0,1.0,A,2.54,3.19,3.15
6128,Serie A,16/10/2016,Atletico-PR,Coritiba,2.0,0.0,H,3.12,3.08,2.63
6129,Serie A,16/10/2016,Botafogo RJ,Atletico-MG,3.0,2.0,H,2.59,3.26,3.01
6130,Serie A,16/10/2016,Cruzeiro,Chapecoense-SC,0.0,0.0,D,1.46,4.34,9.23
6131,Serie A,16/10/2016,Figueirense,Palmeiras,1.0,2.0,A,5.02,3.68,1.81
6132,Serie A,16/10/2016,Internacional,Flamengo RJ,2.0,1.0,H,2.63,3.19,3.01
6133,Serie A,16/10/2016,Corinthians,America MG,2.0,0.0,H,1.36,5.13,10.46
6134,Serie A,16/10/2016,Ponte Preta,Santa Cruz,3.0,0.0,H,1.6,4.17,6.27
6135,Serie A,16/10/2016,Santos,Gremio,1.0,1.0,D,1.62,4.0,6.33
6136,Serie A,16/10/2016,Sport Recife,Vitoria,1.0,0.0,H,1.83,3.76,4.73
6137,Serie A,17/10/2016,Fluminense,Sao Paulo,1.0,2.0,A,1.99,3.43,4.34
6138,Serie A,20/10/2016,Santa Cruz,Botafogo RJ,0.0,1.0,A,2.9,3.29,2.64
6139,Serie A,22/10/2016,Sao Paulo,Ponte Preta,2.0,0.0,H,1.93,3.46,4.57
6140,Serie A,23/10/2016,Flamengo RJ,Corinthians,2.0,2.0,D,1.67,3.93,5.86
6141,Serie A,23/10/2016,Gremio,Internacional,0.0,0.0,D,2.18,3.23,3.89
6142,Serie A,23/10/2016,Palmeiras,Sport Recife,2.0,1.0,H,1.37,5.12,10.13
6143,Serie A,23/10/2016,Vitoria,Cruzeiro,0.0,1.0,A,2.66,3.26,2.88
6144,Serie A,23/10/2016,Coritiba,Fluminense,1.0,1.0,D,2.22,3.33,3.66
6145,Serie A,23/10/2016,Atletico-MG,Figueirense,3.0,0.0,H,1.31,5.61,12.02
6146,Serie A,23/10/2016,Chapecoense-SC,Santos,0.0,1.0,A,2.81,3.37,2.69
6147,Serie A,24/10/2016,America MG,Atletico-PR,1.0,0.0,H,2.7,3.09,3.02
6148,Serie A,27/10/2016,Sport Recife,Ponte Preta,1.0,0.0,H,2.06,3.4,4.07
6149,Serie A,28/10/2016,Fluminense,Vitoria,2.0,2.0,D,1.61,4.3,5.84
6150,Serie A,29/10/2016,Atletico-MG,Flamengo RJ,2.0,2.0,D,2.3,3.65,3.15
6151,Serie A,29/10/2016,Atletico-PR,Cruzeiro,1.0,0.0,H,2.19,3.26,3.83
6152,Serie A,29/10/2016,Corinthians,Chapecoense-SC,1.0,1.0,D,1.58,4.17,6.62
6153,Serie A,29/10/2016,Botafogo RJ,Coritiba,0.0,0.0,D,1.75,3.69,5.45
6154,Serie A,29/10/2016,Internacional,Santa Cruz,1.0,1.0,D,1.37,5.0,10.4
6155,Serie A,29/10/2016,Figueirense,Gremio,0.0,0.0,D,2.5,3.18,3.21
6156,Serie A,29/10/2016,Santos,Palmeiras,1.0,0.0,H,2.34,3.43,3.26
6157,Serie A,31/10/2016,America MG,Sao Paulo,1.0,0.0,H,4.43,3.37,1.99
6158,Serie A,05/11/2016,Flamengo RJ,Botafogo RJ,0.0,0.0,D,1.67,3.9,5.92
6159,Serie A,05/11/2016,Sao Paulo,Corinthians,4.0,0.0,H,2.11,3.25,4.1
6160,Serie A,06/11/2016,Ponte Preta,Santos,1.0,2.0,A,2.46,3.26,3.2
6161,Serie A,06/11/2016,Cruzeiro,Fluminense,4.0,2.0,H,1.87,3.52,4.87
6162,Serie A,06/11/2016,Palmeiras,Internacional,1.0,0.0,H,1.61,3.97,6.57
6163,Serie A,06/11/2016,Santa Cruz,America MG,1.0,0.0,H,1.83,3.72,4.8
6164,Serie A,06/11/2016,Vitoria,Atletico-PR,3.0,2.0,H,1.81,3.53,5.23
6165,Serie A,06/11/2016,Chapecoense-SC,Figueirense,1.0,0.0,H,1.86,3.55,4.84
6166,Serie A,06/11/2016,Coritiba,Atletico-MG,2.0,0.0,H,2.52,3.37,3.01
6167,Serie A,07/11/2016,Gremio,Sport Recife,0.0,3.0,A,1.88,3.48,4.88
6168,Serie A,15/11/2016,Fluminense,Atletico-PR,1.0,1.0,D,1.69,3.65,6.28
6169,Serie A,16/11/2016,Botafogo RJ,Chapecoense-SC,0.0,2.0,A,1.61,3.9,6.86
6170,Serie A,16/11/2016,Coritiba,Santa Cruz,1.0,0.0,H,1.45,4.69,8.23
6171,Serie A,16/11/2016,America MG,Flamengo RJ,0.0,1.0,A,7.63,4.44,1.5
6172,Serie A,16/11/2016,Figueirense,Corinthians,1.0,1.0,D,2.91,3.3,2.61
6173,Serie A,16/11/2016,Sport Recife,Cruzeiro,0.0,1.0,A,2.24,3.19,3.77
6174,Serie A,17/11/2016,Santos,Vitoria,3.0,2.0,H,1.43,4.91,8.09
6175,Serie A,17/11/2016,Sao Paulo,Gremio,1.0,1.0,D,2.04,3.28,4.34
6176,Serie A,17/11/2016,Atletico-MG,Palmeiras,1.0,1.0,D,2.31,3.47,3.3
6177,Serie A,17/11/2016,Internacional,Ponte Preta,1.0,1.0,D,1.56,4.04,7.25
6178,Serie A,20/11/2016,Atletico-PR,Sport Recife,2.0,0.0,H,1.83,3.67,4.86
6179,Serie A,20/11/2016,Cruzeiro,Santos,2.0,2.0,D,2.19,3.61,3.44
6180,Serie A,20/11/2016,Gremio,America MG,3.0,0.0,H,1.53,4.27,7.24
6181,Serie A,20/11/2016,Palmeiras,Botafogo RJ,1.0,0.0,H,1.53,4.28,7.28
6182,Serie A,20/11/2016,Ponte Preta,Fluminense,1.0,0.0,H,2.31,3.42,3.34
6183,Serie A,20/11/2016,Vitoria,Figueirense,4.0,0.0,H,1.56,4.37,6.39
6184,Serie A,20/11/2016,Chapecoense-SC,Sao Paulo,2.0,0.0,H,2.69,3.21,2.93
6185,Serie A,20/11/2016,Flamengo RJ,Coritiba,2.0,2.0,D,1.4,4.83,9.52
6186,Serie A,20/11/2016,Santa Cruz,Atletico-MG,3.0,3.0,D,2.33,3.85,2.97
6187,Serie A,21/11/2016,Corinthians,Internacional,1.0,0.0,H,2.0,3.4,4.31
6188,Serie A,26/11/2016,America MG,Sport Recife,2.0,2.0,D,3.57,3.38,2.23
6189,Serie A,26/11/2016,Botafogo RJ,Ponte Preta,1.0,1.0,D,1.75,3.68,5.47
6190,Serie A,26/11/2016,Corinthians,Atletico-PR,0.0,0.0,D,1.78,3.6,5.37
6191,Serie A,27/11/2016,Atletico-MG,Sao Paulo,1.0,2.0,A,2.81,3.5,2.61
6192,Serie A,27/11/2016,Flamengo RJ,Santos,2.0,0.0,H,1.88,3.76,4.43
6193,Serie A,27/11/2016,Internacional,Cruzeiro,1.0,0.0,H,1.69,3.83,5.73
6194,Serie A,27/11/2016,Palmeiras,Chapecoense-SC,1.0,0.0,H,1.46,4.49,8.66
6195,Serie A,27/11/2016,Figueirense,Fluminense,1.0,0.0,H,2.95,3.26,2.63
6196,Serie A,27/11/2016,Santa Cruz,Gremio,5.0,1.0,H,2.46,3.6,2.93
6197,Serie A,28/11/2016,Coritiba,Vitoria,0.0,1.0,A,2.37,3.3,3.34
6198,Serie A,11/12/2016,Atletico-PR,Flamengo RJ,0.0,0.0,D,2.18,3.48,3.59
6199,Serie A,11/12/2016,Chapecoense-SC,Atletico-MG,,,,,,
6200,Serie A,11/12/2016,Cruzeiro,Corinthians,3.0,2.0,H,2.51,3.41,2.99
6201,Serie A,11/12/2016,Fluminense,Internacional,1.0,1.0,D,4.06,3.87,1.92
6202,Serie A,11/12/2016,Gremio,Botafogo RJ,0.0,1.0,A,3.92,3.41,2.08
6203,Serie A,11/12/2016,Ponte Preta,Coritiba,2.0,0.0,H,1.65,4.1,5.76
6204,Serie A,11/12/2016,Santos,America MG,1.0,0.0,H,1.21,7.39,16.2
6205,Serie A,11/12/2016,Sao Paulo,Santa Cruz,5.0,0.0,H,1.27,6.7,11.0
6206,Serie A,11/12/2016,Sport Recife,Figueirense,2.0,0.0,H,1.24,6.36,15.86
6207,Serie A,11/12/2016,Vitoria,Palmeiras,1.0,2.0,A,1.92,3.65,4.33
6208,Serie A,13/05/2017,Flamengo RJ,Atletico-MG,1.0,1.0,D,1.91,3.7,4.34
6209,Serie A,13/05/2017,Corinthians,Chapecoense-SC,1.0,1.0,D,1.37,4.85,10.91
6210,Serie A,14/05/2017,Fluminense,Santos,3.0,2.0,H,2.01,3.75,3.83
6211,Serie A,14/05/2017,Avai,Vitoria,0.0,0.0,D,2.39,3.31,3.29
6212,Serie A,14/05/2017,Bahia,Atletico-PR,6.0,2.0,H,1.73,3.61,5.91
6213,Serie A,14/05/2017,Cruzeiro,Sao Paulo,1.0,0.0,H,2.04,3.29,4.32
6214,Serie A,14/05/2017,Palmeiras,Vasco,4.0,0.0,H,1.42,4.96,8.52
6215,Serie A,14/05/2017,Ponte Preta,Sport Recife,4.0,0.0,H,1.63,4.02,6.24
6216,Serie A,14/05/2017,Gremio,Botafogo RJ,2.0,0.0,H,1.72,3.69,5.77
6217,Serie A,16/05/2017,Coritiba,Atletico GO,4.0,1.0,H,1.63,3.79,6.75
6218,Serie A,20/05/2017,Santos,Coritiba,1.0,0.0,H,1.6,4.14,6.3
6219,Serie A,20/05/2017,Atletico GO,Flamengo RJ,0.0,3.0,A,4.42,3.52,1.94
6220,Serie A,20/05/2017,Chapecoense-SC,Palmeiras,1.0,0.0,H,3.18,3.42,2.39
6221,Serie A,21/05/2017,Vasco,Bahia,2.0,1.0,H,1.88,3.65,4.58
6222,Serie A,21/05/2017,Atletico-MG,Fluminense,1.0,2.0,A,1.68,4.22,5.21
6223,Serie A,21/05/2017,Atletico-PR,Gremio,0.0,2.0,A,2.63,3.13,3.07
6224,Serie A,21/05/2017,Vitoria,Corinthians,0.0,1.0,A,3.25,3.36,2.38
6225,Serie A,21/05/2017,Botafogo RJ,Ponte Preta,2.0,0.0,H,2.14,3.34,3.88
6226,Serie A,21/05/2017,Sport Recife,Cruzeiro,1.0,1.0,D,2.73,3.21,2.88
6227,Serie A,23/05/2017,Sao Paulo,Avai,2.0,0.0,H,1.33,5.3,11.75
6228,Serie A,27/05/2017,Vasco,Fluminense,3.0,2.0,H,2.74,3.47,2.69
6229,Serie A,27/05/2017,Sao Paulo,Palmeiras,2.0,0.0,H,2.57,3.28,3.01
6230,Serie A,28/05/2017,Vitoria,Coritiba,0.0,1.0,A,2.23,3.32,3.63
6231,Serie A,28/05/2017,Atletico-MG,Ponte Preta,2.0,2.0,D,1.55,4.17,7.15
6232,Serie A,28/05/2017,Atletico GO,Corinthians,0.0,1.0,A,4.28,3.4,2.01
6233,Serie A,28/05/2017,Atletico-PR,Flamengo RJ,1.0,1.0,D,2.99,3.32,2.53
6234,Serie A,28/05/2017,Santos,Cruzeiro,0.0,1.0,A,1.96,3.58,4.25
6235,Serie A,28/05/2017,Sport Recife,Gremio,4.0,3.0,H,1.94,3.41,4.62
6236,Serie A,28/05/2017,Botafogo RJ,Bahia,1.0,0.0,H,2.06,3.33,4.04
6237,Serie A,30/05/2017,Chapecoense-SC,Avai,2.0,0.0,H,1.6,3.85,7.16
6238,Serie A,03/06/2017,Coritiba,Atletico-PR,1.0,0.0,H,1.93,3.36,4.8
6239,Serie A,03/06/2017,Fluminense,Vitoria,2.0,1.0,H,1.58,4.22,6.46
6240,Serie A,03/06/2017,Corinthians,Santos,2.0,0.0,H,1.75,3.7,5.51
6241,Serie A,04/06/2017,Avai,Sport Recife,1.0,0.0,H,2.47,3.22,3.22
6242,Serie A,04/06/2017,Flamengo RJ,Botafogo RJ,0.0,0.0,D,1.65,3.81,6.45
6243,Serie A,04/06/2017,Gremio,Vasco,2.0,0.0,H,1.4,4.83,9.55
6244,Serie A,04/06/2017,Palmeiras,Atletico-MG,0.0,0.0,D,1.76,3.83,5.14
6245,Serie A,04/06/2017,Ponte Preta,Sao Paulo,1.0,0.0,H,2.45,3.29,3.19
6246,Serie A,04/06/2017,Cruzeiro,Chapecoense-SC,0.0,2.0,A,1.56,3.95,7.79
6247,Serie A,06/06/2017,Bahia,Atletico GO,3.0,0.0,H,1.48,4.69,7.37
6248,Serie A,07/06/2017,Fluminense,Atletico-PR,1.0,1.0,D,1.71,3.88,5.46
