,league,date,home,away,home_goals_ht,away_goals_ht,result_ht,home_goals_ft,away_goals_ft,result_ft,home_odds,draw_odds,away_odds,morethan_2.5_goals_odds
11020,Serie A,2017-12-30,Verona,Juventus,0,1,A,1,3,A,15.0,6.5,1.19,
11021,Serie A,2018-05-01,Chievo,Udinese,1,1,D,1,1,D,3.0,3.2,2.5,
11022,Serie A,2018-05-01,Fiorentina,Inter,0,0,D,1,1,D,2.5,3.25,2.87,
11023,Serie A,2018-06-01,Benevento,Sampdoria,0,1,A,3,2,H,3.5,3.5,2.1,
11024,Serie A,2018-06-01,Cagliari,Juventus,0,0,D,0,1,A,10.0,5.0,1.33,
11025,Serie A,2018-06-01,Genoa,Sassuolo,0,0,D,1,0,H,2.2,3.2,3.5,
11026,Serie A,2018-06-01,Milan,Crotone,0,0,D,1,0,H,1.33,5.25,9.5,
11027,Serie A,2018-06-01,Napoli,Verona,0,0,D,2,0,H,1.11,10.0,21.0,
11028,Serie A,2018-06-01,Roma,Atalanta,0,2,A,1,2,A,1.72,3.79,4.75,
11029,Serie A,2018-06-01,Spal,Lazio,2,4,A,2,5,A,6.5,4.2,1.53,
11030,Serie A,2018-06-01,Torino,Bologna,1,0,H,3,0,H,2.1,3.39,3.6,
11031,Serie A,2018-01-21,Atalanta,Napoli,0,0,D,0,1,A,3.6,3.5,2.04,
11032,Serie A,2018-01-21,Bologna,Benevento,1,0,H,3,0,H,1.7,3.6,5.5,
11033,Serie A,2018-01-21,Cagliari,Milan,1,2,A,1,2,A,3.75,3.39,2.04,
11034,Serie A,2018-01-21,Inter,Roma,0,1,A,1,1,D,2.39,3.5,2.89,
11035,Serie A,2018-01-21,Lazio,Chievo,2,1,H,5,1,H,1.25,6.25,12.0,
11036,Serie A,2018-01-21,Sampdoria,Fiorentina,1,0,H,3,1,H,3.0,3.39,2.37,
11037,Serie A,2018-01-21,Sassuolo,Torino,0,1,A,1,1,D,2.62,3.25,2.75,
11038,Serie A,2018-01-21,Udinese,Spal,1,0,H,1,1,D,1.75,3.39,5.5,
11039,Serie A,2018-01-21,Verona,Crotone,0,1,A,0,3,A,2.1,3.25,3.75,
11040,Serie A,2018-01-22,Juventus,Genoa,1,0,H,1,0,H,1.19,6.5,17.0,
11041,Serie A,2018-01-24,Lazio,Udinese,1,0,H,3,0,H,1.5,4.33,6.5,
11042,Serie A,2018-01-24,Sampdoria,Roma,1,0,H,1,1,D,4.0,3.6,1.9,
11043,Serie A,2018-01-27,Chievo,Juventus,0,0,D,0,2,A,10.0,5.0,1.33,
11044,Serie A,2018-01-27,Sassuolo,Atalanta,0,1,A,0,3,A,3.39,3.29,2.2,
11045,Serie A,2018-01-28,Crotone,Cagliari,1,1,D,1,1,D,2.39,3.1,3.2,
11046,Serie A,2018-01-28,Fiorentina,Verona,0,2,A,1,4,A,1.28,5.5,11.0,
11047,Serie A,2018-01-28,Genoa,Udinese,0,0,D,0,1,A,2.14,3.1,3.79,
11048,Serie A,2018-01-28,Milan,Lazio,2,1,H,2,1,H,2.39,3.5,2.89,
11049,Serie A,2018-01-28,Napoli,Bologna,2,1,H,3,1,H,1.18,7.5,15.0,
11050,Serie A,2018-01-28,Roma,Sampdoria,0,0,D,0,1,A,1.39,5.0,7.5,
11051,Serie A,2018-01-28,Spal,Inter,0,0,D,1,1,D,5.5,3.79,1.66,
11052,Serie A,2018-01-28,Torino,Benevento,3,0,H,3,0,H,1.44,4.75,7.0,
11053,Serie A,2018-03-02,Inter,Crotone,1,0,H,1,1,D,1.3,5.25,11.0,
11054,Serie A,2018-03-02,Sampdoria,Torino,1,1,D,1,1,D,2.39,3.39,2.89,
11055,Serie A,2018-04-02,Atalanta,Chievo,0,0,D,1,0,H,1.36,4.75,9.5,
11056,Serie A,2018-04-02,Benevento,Napoli,0,1,A,0,2,A,17.0,7.0,1.18,
11057,Serie A,2018-04-02,Bologna,Fiorentina,1,1,D,1,2,A,3.39,3.29,2.2,
11058,Serie A,2018-04-02,Cagliari,Spal,1,0,H,2,0,H,2.14,3.25,3.6,
11059,Serie A,2018-04-02,Juventus,Sassuolo,4,0,H,7,0,H,1.22,6.0,15.0,
11060,Serie A,2018-04-02,Udinese,Milan,0,1,A,1,1,D,3.39,3.29,2.2,
11061,Serie A,2018-04-02,Verona,Roma,0,1,A,0,1,A,7.0,4.5,1.44,
11062,Serie A,2018-05-02,Lazio,Genoa,0,0,D,1,2,A,1.5,4.2,7.0,
11063,Serie A,2018-09-02,Fiorentina,Juventus,0,0,D,0,2,A,4.5,3.5,1.85,
11064,Serie A,2018-10-02,Crotone,Atalanta,0,0,D,1,1,D,4.5,3.5,1.85,
11065,Serie A,2018-10-02,Napoli,Lazio,1,1,D,4,1,H,1.61,4.33,5.0,
11066,Serie A,2018-10-02,Spal,Milan,0,1,A,0,4,A,4.5,3.6,1.83,
11067,Serie A,2018-11-02,Chievo,Genoa,0,0,D,0,1,A,3.1,3.1,2.5,
11068,Serie A,2018-11-02,Inter,Bologna,1,1,D,2,1,H,1.5,4.2,7.0,
11069,Serie A,2018-11-02,Roma,Benevento,1,1,D,5,2,H,1.14,8.0,19.0,
11070,Serie A,2018-11-02,Sampdoria,Verona,0,0,D,2,0,H,1.44,4.5,7.5,
11071,Serie A,2018-11-02,Sassuolo,Cagliari,0,0,D,0,0,D,2.1,3.39,3.6,
11072,Serie A,2018-11-02,Torino,Udinese,1,0,H,2,0,H,1.85,3.6,4.33,
11073,Serie A,2018-02-17,Chievo,Cagliari,0,0,D,2,1,H,2.45,3.2,3.1,
11074,Serie A,2018-02-17,Genoa,Inter,1,0,H,2,0,H,3.5,3.1,2.25,
11075,Serie A,2018-02-17,Udinese,Roma,0,0,D,0,2,A,4.33,3.6,1.85,
11076,Serie A,2018-02-18,Atalanta,Fiorentina,1,1,D,1,1,D,2.29,3.29,3.1,
11077,Serie A,2018-02-18,Benevento,Crotone,1,1,D,3,2,H,2.54,3.2,2.89,
11078,Serie A,2018-02-18,Bologna,Sassuolo,1,1,D,2,1,H,2.54,3.2,2.87,
11079,Serie A,2018-02-18,Milan,Sampdoria,1,0,H,1,0,H,1.72,4.0,4.5,
11080,Serie A,2018-02-18,Napoli,Spal,1,0,H,1,0,H,1.14,8.0,23.0,
11081,Serie A,2018-02-18,Torino,Juventus,0,1,A,0,1,A,4.75,3.75,1.75,
11082,Serie A,2018-02-19,Lazio,Verona,0,0,D,2,0,H,1.16,7.5,17.0,
11083,Serie A,2018-02-24,Bologna,Genoa,0,0,D,2,0,H,2.89,3.0,2.7,
11084,Serie A,2018-02-24,Inter,Benevento,0,0,D,2,0,H,1.25,6.0,11.0,
11085,Serie A,2018-02-25,Crotone,Spal,0,1,A,2,3,A,2.29,3.1,3.39,
11086,Serie A,2018-02-25,Fiorentina,Chievo,1,0,H,1,0,H,1.5,4.2,7.0,
11087,Serie A,2018-02-25,Roma,Milan,0,0,D,0,2,A,1.95,3.6,3.79,
11088,Serie A,2018-02-25,Sampdoria,Udinese,1,0,H,2,1,H,1.9,3.5,4.2,
11089,Serie A,2018-02-25,Sassuolo,Lazio,0,2,A,0,3,A,4.0,3.6,1.9,
11090,Serie A,2018-02-25,Verona,Torino,1,0,H,2,1,H,5.25,3.79,1.66,
11091,Serie A,2018-02-26,Cagliari,Napoli,0,2,A,0,5,A,10.0,5.0,1.33,
11092,Serie A,2018-03-03,Lazio,Juventus,0,0,D,0,1,A,3.5,3.29,2.2,
11093,Serie A,2018-03-03,Napoli,Roma,1,2,A,2,4,A,1.57,4.0,6.0,
11094,Serie A,2018-03-03,Spal,Bologna,0,0,D,1,0,H,2.39,3.2,3.2,
11095,Serie A,2018-09-03,Roma,Torino,0,0,D,3,0,H,1.61,4.2,5.25,
11096,Serie A,2018-10-03,Verona,Chievo,0,0,D,1,0,H,3.39,3.29,2.2,
11097,Serie A,2018-11-03,Bologna,Atalanta,0,0,D,0,1,A,4.2,3.39,1.95,
11098,Serie A,2018-11-03,Cagliari,Lazio,1,1,D,2,2,D,5.25,3.75,1.66,
11099,Serie A,2018-11-03,Crotone,Sampdoria,3,0,H,4,1,H,3.25,3.25,2.29,
11100,Serie A,2018-11-03,Fiorentina,Benevento,1,0,H,1,0,H,1.36,5.0,8.5,
11101,Serie A,2018-11-03,Genoa,Milan,0,0,D,0,1,A,3.39,3.0,2.39,
11102,Serie A,2018-11-03,Inter,Napoli,0,0,D,0,0,D,4.0,3.39,1.95,
11103,Serie A,2018-11-03,Juventus,Udinese,1,0,H,2,0,H,1.22,6.5,13.0,
11104,Serie A,2018-11-03,Sassuolo,Spal,1,1,D,1,1,D,2.0,3.2,4.0,
11105,Serie A,2018-03-14,Juventus,Atalanta,1,0,H,2,0,H,1.39,4.5,8.5,
11106,Serie A,2018-03-17,Spal,Juventus,0,0,D,0,0,D,13.0,5.0,1.3,
11107,Serie A,2018-03-17,Udinese,Sassuolo,1,1,D,1,2,A,2.1,3.29,3.75,
11108,Serie A,2018-03-18,Benevento,Cagliari,0,0,D,1,2,A,2.39,3.39,2.89,
11109,Serie A,2018-03-18,Crotone,Roma,0,1,A,0,2,A,6.0,4.33,1.53,
11110,Serie A,2018-03-18,Lazio,Bologna,1,1,D,1,1,D,1.33,4.75,9.5,
11111,Serie A,2018-03-18,Milan,Chievo,1,2,A,3,2,H,1.36,4.75,9.5,
11112,Serie A,2018-03-18,Napoli,Genoa,0,0,D,1,0,H,1.19,6.5,13.0,
11113,Serie A,2018-03-18,Sampdoria,Inter,0,4,A,0,5,A,3.75,3.5,2.0,
11114,Serie A,2018-03-18,Torino,Fiorentina,0,0,D,1,2,A,2.25,3.39,3.1,
11115,Serie A,2018-03-18,Verona,Atalanta,0,2,A,0,5,A,7.5,4.0,1.5,
11116,Serie A,2018-03-31,Atalanta,Udinese,0,0,D,2,0,H,1.44,4.2,7.5,
11117,Serie A,2018-03-31,Bologna,Roma,1,0,H,1,1,D,4.75,3.75,1.7,
11118,Serie A,2018-03-31,Cagliari,Torino,0,0,D,0,4,A,3.0,3.39,2.29,
11119,Serie A,2018-03-31,Chievo,Sampdoria,0,1,A,2,1,H,2.29,3.29,3.1,
11120,Serie A,2018-03-31,Fiorentina,Crotone,1,0,H,2,0,H,1.44,4.5,6.5,
11121,Serie A,2018-03-31,Genoa,Spal,1,0,H,1,1,D,1.95,3.29,4.0,
11122,Serie A,2018-03-31,Inter,Verona,2,0,H,3,0,H,1.14,7.5,17.0,
11123,Serie A,2018-03-31,Juventus,Milan,1,1,D,3,1,H,1.66,3.6,5.5,
11124,Serie A,2018-03-31,Lazio,Benevento,1,1,D,6,2,H,1.16,7.0,15.0,
11125,Serie A,2018-03-31,Sassuolo,Napoli,1,0,H,1,1,D,8.5,4.75,1.36,
11126,Serie A,2018-03-04,Atalanta,Sampdoria,0,1,A,1,2,A,1.44,4.5,7.5,
11127,Serie A,2018-03-04,Genoa,Cagliari,0,0,D,2,1,H,1.8,3.39,5.0,
11128,Serie A,2018-03-04,Udinese,Fiorentina,0,1,A,0,2,A,3.39,3.29,2.2,
11129,Serie A,2018-04-04,Benevento,Verona,1,0,H,3,0,H,1.8,3.79,4.33,
11130,Serie A,2018-04-04,Chievo,Sassuolo,0,0,D,1,1,D,2.7,3.0,2.87,
11131,Serie A,2018-04-04,Milan,Inter,0,0,D,0,0,D,2.75,3.2,2.7,
11132,Serie A,2018-04-04,Torino,Crotone,3,0,H,4,1,H,1.53,4.0,7.0,
11133,Serie A,2018-07-04,Benevento,Juventus,1,2,A,2,4,A,17.0,6.0,1.22,
11134,Serie A,2018-07-04,Roma,Fiorentina,0,2,A,0,2,A,1.75,3.79,4.5,
11135,Serie A,2018-07-04,Sampdoria,Genoa,0,0,D,0,0,D,2.7,3.2,2.7,
11136,Serie A,2018-07-04,Spal,Atalanta,1,0,H,1,1,D,4.5,3.5,1.85,
11137,Serie A,2018-08-04,Crotone,Bologna,1,0,H,1,0,H,2.37,3.1,3.25,
11138,Serie A,2018-08-04,Milan,Sassuolo,0,0,D,1,1,D,1.44,4.5,6.5,
11139,Serie A,2018-08-04,Napoli,Chievo,0,0,D,2,1,H,1.16,7.5,17.0,
11140,Serie A,2018-08-04,Torino,Inter,1,0,H,1,0,H,3.6,3.39,2.1,
11141,Serie A,2018-08-04,Udinese,Lazio,1,2,A,1,2,A,4.2,3.75,1.83,
11142,Serie A,2018-08-04,Verona,Cagliari,1,0,H,1,0,H,3.39,3.29,2.2,
11143,Serie A,2018-04-14,Atalanta,Inter,0,0,D,0,0,D,2.7,3.29,2.62,
11144,Serie A,2018-04-14,Cagliari,Udinese,1,1,D,2,1,H,2.39,3.2,3.1,
11145,Serie A,2018-04-14,Chievo,Torino,0,0,D,0,0,D,3.29,3.29,2.25,
11146,Serie A,2018-04-14,Genoa,Crotone,1,0,H,1,0,H,1.85,3.39,4.75,
11147,Serie A,2018-04-15,Bologna,Verona,1,0,H,2,0,H,1.61,3.75,6.0,
11148,Serie A,2018-04-15,Fiorentina,Spal,0,0,D,0,0,D,1.5,4.0,7.5,
11149,Serie A,2018-04-15,Juventus,Sampdoria,1,0,H,3,0,H,1.19,6.5,15.0,
11150,Serie A,2018-04-15,Lazio,Roma,0,0,D,0,0,D,2.79,3.39,2.5,
11151,Serie A,2018-04-15,Milan,Napoli,0,0,D,0,0,D,4.5,3.5,1.85,
11152,Serie A,2018-04-15,Sassuolo,Benevento,1,1,D,2,2,D,1.66,3.79,5.25,
11153,Serie A,2018-04-17,Inter,Cagliari,1,0,H,4,0,H,1.19,7.0,15.0,
11154,Serie A,2018-04-18,Benevento,Atalanta,0,1,A,0,3,A,5.75,4.0,1.61,
11155,Serie A,2018-04-18,Crotone,Juventus,0,1,A,1,1,D,10.0,5.0,1.33,
11156,Serie A,2018-04-18,Fiorentina,Lazio,2,2,D,3,4,A,2.79,3.5,2.5,
11157,Serie A,2018-04-18,Napoli,Udinese,1,1,D,4,2,H,1.18,7.0,17.0,
11158,Serie A,2018-04-18,Roma,Genoa,1,0,H,2,1,H,1.44,4.5,7.5,
11159,Serie A,2018-04-18,Sampdoria,Bologna,0,0,D,1,0,H,1.85,3.6,4.33,
11160,Serie A,2018-04-18,Spal,Chievo,0,0,D,0,0,D,2.2,3.1,3.7,
11161,Serie A,2018-04-18,Torino,Milan,0,1,A,1,1,D,3.1,3.29,2.37,
11162,Serie A,2018-04-18,Verona,Sassuolo,0,1,A,0,1,A,4.33,3.39,1.9,
11163,Serie A,2018-04-21,Milan,Benevento,0,1,A,0,1,A,1.19,6.5,15.0,
11164,Serie A,2018-04-21,Sassuolo,Fiorentina,1,0,H,1,0,H,3.25,3.29,2.29,
11165,Serie A,2018-04-21,Spal,Roma,0,1,A,0,3,A,4.75,3.5,1.8,
11166,Serie A,2018-04-22,Atalanta,Torino,0,0,D,2,1,H,1.57,4.0,6.0,
11167,Serie A,2018-04-22,Cagliari,Bologna,0,0,D,0,0,D,2.0,3.39,3.89,
11168,Serie A,2018-04-22,Chievo,Inter,0,0,D,1,2,A,7.5,3.79,1.53,
11169,Serie A,2018-04-22,Juventus,Napoli,0,0,D,0,1,A,2.1,3.25,3.75,
11170,Serie A,2018-04-22,Lazio,Sampdoria,2,0,H,4,0,H,1.3,6.0,9.0,
11171,Serie A,2018-04-22,Udinese,Crotone,1,1,D,1,2,A,1.9,3.39,4.33,
11172,Serie A,2018-04-23,Genoa,Verona,1,0,H,3,1,H,1.44,4.2,8.5,
11173,Serie A,2018-04-28,Inter,Juventus,0,1,A,2,3,A,3.25,3.25,2.29,
11174,Serie A,2018-04-28,Roma,Chievo,2,0,H,4,1,H,1.36,4.75,10.0,
11175,Serie A,2018-04-29,Atalanta,Genoa,2,0,H,3,1,H,1.33,5.0,10.0,
11176,Serie A,2018-04-29,Benevento,Udinese,1,1,D,3,3,D,3.6,3.5,2.04,
11177,Serie A,2018-04-29,Bologna,Milan,0,2,A,1,2,A,5.0,3.75,1.72,
11178,Serie A,2018-04-29,Crotone,Sassuolo,3,1,H,4,1,H,2.2,3.25,3.5,
11179,Serie A,2018-04-29,Fiorentina,Napoli,1,0,H,3,0,H,6.5,4.33,1.5,
11180,Serie A,2018-04-29,Sampdoria,Cagliari,3,0,H,4,1,H,1.85,3.6,4.2,
11181,Serie A,2018-04-29,Torino,Lazio,0,0,D,0,1,A,5.25,4.0,1.64,
11182,Serie A,2018-04-29,Verona,Spal,1,1,D,1,3,A,3.29,3.2,2.29,
11183,Serie A,2018-05-05,Juventus,Bologna,0,1,A,3,1,H,1.14,8.5,19.0,
11184,Serie A,2018-05-05,Milan,Verona,2,0,H,4,1,H,1.16,7.5,17.0,
11185,Serie A,2018-06-05,Cagliari,Roma,0,1,A,0,1,A,9.0,4.5,1.39,
11186,Serie A,2018-06-05,Chievo,Crotone,1,0,H,2,1,H,2.29,3.2,3.25,
11187,Serie A,2018-06-05,Genoa,Fiorentina,0,1,A,2,3,A,4.0,3.39,2.0,
11188,Serie A,2018-06-05,Lazio,Atalanta,1,1,D,1,1,D,2.04,3.6,3.5,
11189,Serie A,2018-06-05,Napoli,Torino,1,0,H,2,2,D,1.22,6.5,13.0,
11190,Serie A,2018-06-05,Sassuolo,Sampdoria,0,0,D,1,0,H,2.29,3.25,3.25,
11191,Serie A,2018-06-05,Spal,Benevento,1,0,H,2,0,H,1.5,4.33,6.5,
11192,Serie A,2018-06-05,Udinese,Inter,0,3,A,0,4,A,6.0,4.0,1.55,
11193,Serie A,2018-12-05,Benevento,Genoa,0,0,D,1,0,H,2.62,3.5,2.62,
11194,Serie A,2018-12-05,Inter,Sassuolo,0,1,A,1,2,A,1.16,8.0,15.0,
11195,Serie A,2018-05-13,Atalanta,Milan,0,0,D,1,1,D,1.9,3.6,4.0,
11196,Serie A,2018-05-13,Bologna,Chievo,1,0,H,1,2,A,3.1,3.0,2.54,
11197,Serie A,2018-05-13,Crotone,Lazio,1,1,D,2,2,D,4.0,3.5,1.95,
11198,Serie A,2018-05-13,Fiorentina,Cagliari,0,1,A,0,1,A,1.5,4.33,6.5,
11199,Serie A,2018-05-13,Roma,Juventus,0,0,D,0,0,D,2.37,3.0,3.39,
11200,Serie A,2018-05-13,Sampdoria,Napoli,0,0,D,0,2,A,5.25,4.2,1.61,
11201,Serie A,2018-05-13,Torino,Spal,0,1,A,2,1,H,2.29,3.29,3.2,
11202,Serie A,2018-05-13,Verona,Udinese,0,1,A,0,1,A,6.5,4.33,1.5,
11203,Serie A,2018-05-19,Juventus,Verona,0,0,D,2,1,H,1.1,11.0,21.0,
11204,Serie A,2018-05-20,Cagliari,Atalanta,0,0,D,1,0,H,3.1,3.6,2.25,
11205,Serie A,2018-05-20,Chievo,Benevento,0,0,D,1,0,H,1.53,4.5,5.75,
11206,Serie A,2018-05-20,Genoa,Torino,0,1,A,1,2,A,2.62,3.5,2.62,
11207,Serie A,2018-05-20,Lazio,Inter,2,1,H,2,3,A,2.4,3.5,2.9,
11208,Serie A,2018-05-20,Milan,Fiorentina,2,1,H,5,1,H,1.83,3.8,4.2,
11209,Serie A,2018-05-20,Napoli,Crotone,2,0,H,2,1,H,1.5,4.75,5.75,
11210,Serie A,2018-05-20,Sassuolo,Roma,0,1,A,0,1,A,4.0,3.8,1.85,
11211,Serie A,2018-05-20,Spal,Sampdoria,1,0,H,3,1,H,1.61,4.0,5.5,
11212,Serie A,2018-05-20,Udinese,Bologna,1,0,H,1,0,H,1.53,4.33,6.0,
11213,Serie A,2018-08-18,Chievo,Juventus,1,1,D,2,3,A,13.0,5.75,1.25,
11214,Serie A,2018-08-18,Lazio,Napoli,1,1,D,1,2,A,2.8,3.4,2.5,
11215,Serie A,2018-08-19,Bologna,Spal,0,0,D,0,1,A,2.25,3.2,3.4,
11216,Serie A,2018-08-19,Empoli,Cagliari,1,0,H,2,0,H,2.14,3.2,3.6,
11217,Serie A,2018-08-19,Parma,Udinese,1,0,H,2,2,D,2.45,3.3,2.9,
11218,Serie A,2018-08-19,Sassuolo,Inter,1,0,H,1,0,H,5.5,4.0,1.61,
11219,Serie A,2018-08-19,Torino,Roma,0,0,D,0,1,A,3.5,3.5,2.1,
11220,Serie A,2018-08-20,Atalanta,Frosinone,1,0,H,4,0,H,1.36,4.5,11.0,
11221,Serie A,2018-08-25,Juventus,Lazio,1,0,H,2,0,H,1.36,5.0,8.5,
11222,Serie A,2018-08-25,Napoli,Milan,0,1,A,3,2,H,1.61,4.0,5.5,
11223,Serie A,2018-08-26,Cagliari,Sassuolo,1,0,H,2,2,D,2.45,3.3,2.9,
11224,Serie A,2018-08-26,Fiorentina,Chievo,2,0,H,6,1,H,1.5,4.33,6.5,
11225,Serie A,2018-08-26,Frosinone,Bologna,0,0,D,0,0,D,3.3,3.0,2.4,
11226,Serie A,2018-08-26,Genoa,Empoli,2,0,H,2,1,H,1.95,3.4,4.0,
11227,Serie A,2018-08-26,Inter,Torino,2,0,H,2,2,D,1.5,4.33,7.0,
11228,Serie A,2018-08-26,Spal,Parma,0,0,D,1,0,H,2.04,3.3,3.8,
11229,Serie A,2018-08-26,Udinese,Sampdoria,1,0,H,1,0,H,2.4,3.25,3.1,
11230,Serie A,2018-08-27,Roma,Atalanta,1,3,A,3,3,D,1.72,3.75,5.0,
11231,Serie A,2018-08-31,Milan,Roma,1,0,H,2,1,H,2.45,3.4,2.87,
11232,Serie A,2018-01-09,Bologna,Inter,0,0,D,0,3,A,7.0,4.0,1.53,
11233,Serie A,2018-01-09,Parma,Juventus,1,1,D,1,2,A,17.0,7.0,1.18,
11234,Serie A,2018-02-09,Atalanta,Cagliari,0,1,A,0,1,A,1.55,4.2,6.0,
11235,Serie A,2018-02-09,Chievo,Empoli,0,0,D,0,0,D,2.3,3.2,3.3,
11236,Serie A,2018-02-09,Fiorentina,Udinese,0,0,D,1,0,H,1.57,4.0,6.0,
11237,Serie A,2018-02-09,Lazio,Frosinone,0,0,D,1,0,H,1.22,6.5,13.0,
11238,Serie A,2018-02-09,Sampdoria,Napoli,2,0,H,3,0,H,6.5,4.1,1.53,
11239,Serie A,2018-02-09,Sassuolo,Genoa,4,1,H,5,3,H,2.1,3.3,3.75,
11240,Serie A,2018-02-09,Torino,Spal,0,0,D,1,0,H,1.66,3.75,5.5,
11241,Serie A,2018-09-15,Frosinone,Sampdoria,0,1,A,0,5,A,3.5,3.4,2.1,
11242,Serie A,2018-09-15,Inter,Parma,0,0,D,0,1,A,1.25,6.0,12.0,
11243,Serie A,2018-09-15,Napoli,Fiorentina,0,0,D,1,0,H,1.57,4.2,5.75,
11244,Serie A,2018-09-16,Cagliari,Milan,1,0,H,1,1,D,5.0,3.6,1.75,
11245,Serie A,2018-09-16,Empoli,Lazio,0,0,D,0,1,A,5.0,3.8,1.7,
11246,Serie A,2018-09-16,Genoa,Bologna,0,0,D,1,0,H,1.9,3.25,4.5,
11247,Serie A,2018-09-16,Juventus,Sassuolo,0,0,D,2,1,H,1.2,7.0,13.0,
11248,Serie A,2018-09-16,Roma,Chievo,2,0,H,2,2,D,1.22,6.5,13.0,
11249,Serie A,2018-09-16,Udinese,Torino,1,0,H,1,1,D,2.9,3.25,2.5,
11250,Serie A,2018-09-17,Spal,Atalanta,0,0,D,2,0,H,4.0,3.5,1.95,
11251,Serie A,2018-09-19,Sampdoria,Fiorentina,0,1,A,1,1,D,2.87,3.25,2.54,
11252,Serie A,2018-09-21,Sassuolo,Empoli,1,1,D,3,1,H,2.1,3.3,3.6,
11253,Serie A,2018-09-22,Fiorentina,Spal,2,0,H,3,0,H,1.61,3.6,6.5,
11254,Serie A,2018-09-22,Parma,Cagliari,1,0,H,2,0,H,2.4,3.2,3.1,
11255,Serie A,2018-09-22,Sampdoria,Inter,0,0,D,0,1,A,4.33,3.8,1.8,
11256,Serie A,2018-09-23,Bologna,Roma,1,0,H,2,0,H,5.5,3.75,1.66,
11257,Serie A,2018-09-23,Chievo,Udinese,0,0,D,0,2,A,3.0,3.2,2.5,
11258,Serie A,2018-09-23,Frosinone,Juventus,0,0,D,0,2,A,13.0,7.5,1.16,
11259,Serie A,2018-09-23,Lazio,Genoa,2,0,H,4,1,H,1.44,4.33,8.0,
11260,Serie A,2018-09-23,Milan,Atalanta,1,0,H,2,2,D,2.04,3.5,3.6,
11261,Serie A,2018-09-23,Torino,Napoli,0,2,A,1,3,A,4.5,3.8,1.75,
11262,Serie A,2018-09-25,Inter,Fiorentina,1,0,H,2,1,H,1.66,3.8,5.5,
11263,Serie A,2018-09-26,Atalanta,Torino,0,0,D,0,0,D,1.8,3.6,4.5,
11264,Serie A,2018-09-26,Cagliari,Sampdoria,0,0,D,0,0,D,2.5,3.3,2.87,
11265,Serie A,2018-09-26,Genoa,Chievo,1,0,H,2,0,H,1.8,3.4,5.0,
11266,Serie A,2018-09-26,Juventus,Bologna,2,0,H,2,0,H,1.16,7.5,17.0,
11267,Serie A,2018-09-26,Napoli,Parma,1,0,H,3,0,H,1.22,6.0,15.0,
11268,Serie A,2018-09-26,Roma,Frosinone,3,0,H,4,0,H,1.2,7.0,13.0,
11269,Serie A,2018-09-26,Udinese,Lazio,0,0,D,1,2,A,4.2,3.75,1.85,
11270,Serie A,2018-09-27,Empoli,Milan,0,1,A,1,1,D,5.25,3.75,1.7,
11271,Serie A,2018-09-27,Spal,Sassuolo,0,0,D,0,2,A,2.54,3.2,2.9,
11272,Serie A,2018-09-29,Inter,Cagliari,1,0,H,2,0,H,1.33,5.0,10.0,
11273,Serie A,2018-09-29,Juventus,Napoli,1,1,D,3,1,H,1.8,3.6,4.75,
11274,Serie A,2018-09-29,Roma,Lazio,1,0,H,3,1,H,2.37,3.5,2.9,
11275,Serie A,2018-09-30,Bologna,Udinese,1,1,D,2,1,H,2.5,3.1,3.1,
11276,Serie A,2018-09-30,Chievo,Torino,0,0,D,0,1,A,3.75,3.2,2.1,
11277,Serie A,2018-09-30,Fiorentina,Atalanta,0,0,D,2,0,H,2.25,3.3,3.25,
11278,Serie A,2018-09-30,Frosinone,Genoa,1,2,A,1,2,A,3.5,3.1,2.25,
11279,Serie A,2018-09-30,Parma,Empoli,1,0,H,1,0,H,2.3,3.2,3.3,
11280,Serie A,2018-09-30,Sassuolo,Milan,0,1,A,1,4,A,3.3,3.4,2.2,
11281,Serie A,2018-01-10,Sampdoria,Spal,1,1,D,2,1,H,1.8,3.6,4.33,
11282,Serie A,2018-05-10,Torino,Frosinone,1,0,H,3,2,H,1.36,4.75,9.0,
11283,Serie A,2018-06-10,Cagliari,Bologna,1,0,H,2,0,H,2.04,3.25,3.8,
11284,Serie A,2018-06-10,Empoli,Roma,0,1,A,0,2,A,5.5,4.0,1.61,
11285,Serie A,2018-06-10,Udinese,Juventus,0,2,A,0,2,A,9.0,4.75,1.36,
11286,Serie A,2018-07-10,Atalanta,Sampdoria,0,0,D,0,1,A,1.6,4.0,5.5,
11287,Serie A,2018-07-10,Genoa,Parma,1,3,A,1,3,A,1.75,3.75,4.75,
11288,Serie A,2018-07-10,Lazio,Fiorentina,1,0,H,1,0,H,1.85,3.75,4.2,
11289,Serie A,2018-07-10,Milan,Chievo,2,0,H,3,1,H,1.25,5.75,12.0,
11290,Serie A,2018-07-10,Napoli,Sassuolo,1,0,H,2,0,H,1.33,5.25,9.0,
11291,Serie A,2018-07-10,Spal,Inter,0,1,A,1,2,A,6.0,3.8,1.61,
11292,Serie A,2018-10-20,Juventus,Genoa,1,0,H,1,1,D,1.2,7.0,13.0,
11293,Serie A,2018-10-20,Roma,Spal,0,1,A,0,2,A,1.33,5.5,8.5,
11294,Serie A,2018-10-20,Udinese,Napoli,0,1,A,0,3,A,6.0,3.9,1.6,
11295,Serie A,2018-10-21,Bologna,Torino,0,1,A,2,2,D,3.4,3.3,2.2,
11296,Serie A,2018-10-21,Chievo,Atalanta,0,2,A,1,5,A,6.0,4.0,1.57,
